parent_id,id,population_rel_to_parent,latitude,longitude,name
41002,410022,0.13410960949094197,50.916666666666664,4.0,NIEUWERKERKEN
41002,410023,0.05969013350661972,50.96666666666667,4.066666666666666,HERDERSEM
41002,410024,0.2661819331383862,50.916666666666664,4.05,EREMBODEGEM
41002,410025,0.10781223015475762,50.95,4.1,MOORSEL
41002,410026,0.06870570879106404,50.93333333333333,4.133333333333334,MELDERT
41002,410027,0.07453656137762674,50.983333333333334,4.05,GIJZEGEM
41002,410028,0.04430511282641212,50.95,4.133333333333334,BAARDEGEM
41002,410029,0.13354759960308052,50.96666666666667,4.033333333333333,HOFSTADE
41002,410021,0.11111111111111105,50.93333333333333,4.033333333333333,AALST
44001,440012,0.3393625342197888,51.05,3.466666666666667,LOTENHULLE
44001,440013,0.33217637856863513,51.083333333333336,3.4833333333333334,BELLEM
44001,440014,0.07846108721157606,51.03333333333333,3.45,POEKE
44001,440011,0.25,51.083333333333336,3.45,AALTER
24001,240012,0.25,51.0,4.866666666666667,LANGDORP
24001,240013,0.25,50.96666666666667,4.9,RILLAAR
24001,240014,0.25,50.96666666666667,4.8,GELRODE
24001,240011,0.25,50.983333333333334,4.833333333333333,AARSCHOT
38002,380022,0.17331363860167406,50.93333333333333,2.6666666666666665,STAVELE
38002,380023,0.2124405054981126,50.983333333333334,2.6166666666666667,LEISELE
38002,380024,0.09637288691941573,51.0,2.65,IZENBERGE
38002,380025,0.08403085507959955,50.983333333333334,2.6666666666666665,GIJVERINKHOVE
38002,380026,0.18145412768751026,50.93333333333333,2.65,BEVEREN AAN DE IJZER
38002,380027,0.02888560643361234,51.0,2.7,SINT-RIJKERS
38002,380028,0.014967996061053668,51.03333333333333,2.7,OEREN
38002,380029,0.09742327260791071,50.983333333333334,2.7,HOOGSTADE
38002,380021,0.11111111111111105,51.016666666666666,2.716666666666667,ALVERINGEM
34002,340022,0.1310775407437651,50.81666666666667,3.4833333333333334,TIEGEM
34002,340023,0.07085502364669458,50.81666666666667,3.5,KASTER
34002,340024,0.3697560477697254,50.833333333333336,3.4,VICHTE
34002,340025,0.1935966792555544,50.81666666666667,3.4333333333333336,INGOOIGEM
34002,340026,0.06804804191759382,50.833333333333336,3.5,GIJZELBRECHTEGEM
34002,340021,0.16666666666666663,50.833333333333336,3.4833333333333334,ANZEGEM
37020,370202,0.5,51.0,3.216666666666667,KOOLSKAMP
37020,370201,0.5,50.983333333333334,3.2,ARDOOIE
71002,710022,0.5,51.016666666666666,5.6,NIEL-BIJ-AS
71002,710021,0.5,51.0,5.583333333333333,AS
23002,230022,0.16664289449912045,50.88333333333333,4.266666666666667,ZELLIK
23002,230023,0.16664289449912045,50.9,4.283333333333333,RELEGEM
23002,230024,0.2377216754623687,50.93333333333333,4.216666666666667,MOLLEM
23002,230025,0.09568297437360339,50.916666666666664,4.25,KOBBEGEM
23002,230026,0.16664289449912045,50.88333333333333,4.233333333333333,BEKKERZEEL
23002,230021,0.16666666666666652,50.916666666666664,4.2,ASSE
43002,430022,0.2624463798258157,51.2,3.6833333333333336,OOSTEEKLO
43002,430023,0.28974392304692576,51.233333333333334,3.6833333333333336,BASSEVELDE
43002,430024,0.19780969712725854,51.25,3.716666666666667,BOEKHOUTE
43002,430021,0.25,51.233333333333334,3.75,ASSENEDE
34003,340032,0.1130827067669173,50.75,3.4,BOSSUIT
34003,340033,0.2930526315789474,50.75,3.4333333333333336,OUTRIJVE
34003,340034,0.16721804511278196,50.78333333333333,3.4833333333333334,WAARMAARDE
34003,340035,0.22664661654135337,50.8,3.5,KERKHOVE
